FullName,Whathighschooldoyoucurrentlyattend?,Whatisyouryearinschool?,"Whatmajor(s)doyouthinkyouwouldbeinterestedin?Ifyou'renotsureyet;pleaseput""Undecided;""",WhatPre-Healthtrack(s)youareconsideringpursuing?(Selectallthatapply),Howoftenwouldyouliketointeract/receiveadvicefromyourmentoronabiweeklybasis?(Pleasetrytomakethebestapproximationpossiblesothatwecanfindamentorthatmatchesyourneeds!)Ex:2hoursevery2weeks,Pleaseselectthecategoriesofuniversitiesthatyouareinterestedinapplyingto(checkallthatapply),Ifyouareinterestedinreceivingadviceaboutapplyingtospecificschool(s);pleaselistthoseschool(s)below;,Areyouconsideringgoingtocommunitycollegeforayearorlonger?(Thisdoesnotincludedualenrollmentcoursesorsummercourses),Pleaseselectthehobbiesthatyouareinterestedin;thiswillhelpusfindabettermatchforyou!,Pleaseselecttheextracurricularactivitiesyouareinterestedin:,Whatisyourpreferredformofcontact?,Doyouidentifywithanyofthefollowing?
A,School A,freshman,undecided,Undecided,1,IvyLeague,;,No,MusicalArts;ListeningtoMusic;Reading/Writing;Cooking/Baking,,Phone,Bilingual/Multilingual;AAPI;
B,School B,junior,undecided,Med,1,In-statePublic;In-statePrivate;Midwest;BS/MDPrograms;IvyLeague,UIC;Uchicago;SLU;Brown,No,VisualArts;MusicalArts;Cooking/Baking;Crafts,CommunityService;Research;Leadership;Teaching;ClinicalExperience;STEM,Zoom/Facetime,Firstgenerationcollegestudent;Bilingual/Multilingual;AAPI;
C ,School B,junior,Biology;chemistry,Med;Dental;Optometry,2,In-statePublic;In-statePrivate;Midwest;EastCoast;Public/Stateschools;IvyLeague,UIUC;Boston;Uchicago,No,IndividualSports;TeamSports;TV/Movies;ListeningtoMusic;Cooking/Baking;Crafts,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;STEM;Humanities,Email,Bilingual/Multilingual;AAPI;
D,School B,junior,biology,Med;Nursing;Pharmacy,2,In-statePublic;In-statePrivate;South,UIC;Loyola;DePaul,No,IndividualSports;TeamSports;TV/Movies;ListeningtoMusic;Reading/Writing,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;STEM;Humanities,Phone,Firstgenerationcollegestudent;Immigrant;UnderrepresentedMinority;Bilingual/Multilingual;Muslim;
E,School B,sophomore,biology;nursing,Med;Nursing,1,In-statePublic;In-statePrivate;CommunityCollege/CityCollegesofChicago;IvyLeague,Roosevelt;DePaul;Northwestern,No,IndividualSports;TeamSports;TV/Movies;Reading/Writing;Cooking/Baking,CommunityService;Research;ClinicalExperience;Humanities,Phone,Firstgenerationcollegestudent;Bilingual/Multilingual; 
F,School B,junior,Biology,Med,2,In-statePublic;In-statePrivate;Midwest;EastCoast,Uiuc;Uic;;northwestern,No,IndividualSports;TeamSports;ListeningtoMusic;Cooking/Baking,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;Humanities,Phone,Firstgenerationcollegestudent;Immigrant;Bilingual/Multilingual;AAPI;Muslim;
G,School A,junior,Biology;neuroscience,Med,1,In-statePublic;In-statePrivate;Midwest;West;EastCoast;Public/Stateschools;BS/MDPrograms;IvyLeague,,No,TV/Movies;ListeningtoMusic;VideoGames,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;STEM;Humanities,Email,Immigrant;Bilingual/Multilingual; 
H,School A,sophomore,Biology;PublicHealth;Psychology,Med;PA,1,In-statePublic;In-statePrivate;BS/MDPrograms;IvyLeague,Northwestern;UChicago;UIUC;UIC,No,MusicalArts;TeamSports;TV/Movies;ListeningtoMusic;Reading/Writing,CommunityService;Research;Leadership;ClinicalExperience;ProfessionalDevelopment;STEM,Email,;
I,School B,senior,Nursing,Nursing;PT,1,In-statePrivate;Midwest;Public/Stateschools,DePaul;Iowa;MissouriState,Maybe,IndividualSports;ListeningtoMusic;Cooking/Baking,ClinicalExperience,Zoom/Facetime,Firstgenerationcollegestudent;Immigrant;Bilingual/Multilingual; 
J ,School B,junior,BME,Med,1,In-statePublic;In-statePrivate;EastCoast;Public/Stateschools;BS/MDPrograms;IvyLeague,UIC;Northwestern,No,MusicalArts;IndividualSports;ListeningtoMusic;Cooking/Baking,CommunityService;Research;ClinicalExperience;STEM,Zoom/Facetime,Firstgenerationcollegestudent;Immigrant;AAPI;
K ,School B,sophomore,CS;BME,Med;Dental;Pharmacy;,1,In-statePublic;In-statePrivate;Midwest;EastCoast;Public/Stateschools;Techschools;BS/MDPrograms;IvyLeague,UMich;Hopkins;UChicago;UIUC;MIT;GIT;CMU,Maybe,MusicalArts;ListeningtoMusic;Crafts;VideoGames,Research;Leadership;ClinicalExperience;ProfessionalDevelopment;STEM;Humanities,Email,;
L,School C,junior,undecided,Med,2,In-statePublic;In-statePrivate;Midwest;West;IvyLeague,ND;UIUC;northwestern;UPenn,No,MusicalArts;IndividualSports;TeamSports;TV/Movies;ListeningtoMusic;Reading/Writing;Cooking/Baking,CommunityService;Leadership;Teaching;ClinicalExperience,Zoom/Facetime,Immigrant;Bilingual/Multilingual; 
M,School B,junior,Biology,Med,1,In-statePublic;In-statePrivate;Midwest;West;EastCoast;Public/Stateschools;CommunityCollege/CityCollegesofChicago;BS/MDPrograms;IvyLeague,UIUC;iowa;ND,Maybe,TeamSports;ListeningtoMusic;VideoGames,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;STEM,Phone,;
N,School B,sophomore,Chemistry,Med,1,In-statePublic;In-statePrivate;Midwest;West;EastCoast;BS/MDPrograms;IvyLeague,UIC;Northwestern;UCLA;Berkeley,No,MusicalArts;IndividualSports;TeamSports;TV/Movies;ListeningtoMusic;Reading/Writing;VideoGames,CommunityService;Research;Leadership;Teaching;ClinicalExperience,Email,;
O,School B,junior,Biology,Undecided,1,In-statePublic;In-statePrivate;Midwest;IvyLeague,UIUC;UIC;Northwestern,No,TV/Movies;Reading/Writing;Cooking/Baking;VideoGames,CommunityService;Research;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment;STEM,Email,;
P,School D,freshman,undecided,Med;,2,Midwest;West;IvyLeague,Northewestern;UPenn;Umich;Uchicago;Umiami,No,IndividualSports;TeamSports;ListeningtoMusic;Cooking/Baking,CommunityService;Leadership;Teaching;ClinicalExperience;ProfessionalDevelopment,Zoom/Facetime,Bilingual/Multilingual;
Q,School B,junior,nursing;psychology,Med;Nursing,1,In-statePublic;Midwest;South;West;EastCoast,Umich,No,TeamSports;TV/Movies;ListeningtoMusic;Cooking/Baking,CommunityService;ClinicalExperience,Email,;
R,School B,freshman,Biology;Chemistry;Math;Statistics,Med;PA;Nursing;Optometry,2,In-statePublic;In-statePrivate;West;BS/MDPrograms;IvyLeague,Stanford;Northwestern;Harvard;UChicago,No,VisualArts;IndividualSports;ListeningtoMusic;Reading/Writing;Cooking/Baking,CommunityService;Research;Leadership;ClinicalExperience;STEM;Humanities,Email,Bilingual/Multilingual;AAPI;
S,School C,junior,bme,Med,2,In-statePublic;In-statePrivate;Midwest;Public/Stateschools;BS/MDPrograms;Unsure,Northwestern;UIC;UIUC;Umich,Maybe,IndividualSports;Reading/Writing;VideoGames,CommunityService;Research;Leadership;ClinicalExperience,Phone,Muslim;
T,School B,junior,Psychology;Neuroscience,Undecided,2,In-statePublic;West;CommunityCollege/CityCollegesofChicago,Berkeley;Irvine;UCLA;UCSF,Maybe,TV/Movies;ListeningtoMusic;Reading/Writing,CommunityService;Research;Leadership;Teaching;ProfessionalDevelopment,Phone,Immigrant;Bilingual/Multilingual;AAPI;
U,School B,junior,Chemistry;biology,Med;PA;Nursing;Pharmacy,2,Midwest;South;West;EastCoast;Public/Stateschools;IvyLeague,UCLA;USC;UIC;Umich;hopkins;UCSF,No,TeamSports;TV/Movies;ListeningtoMusic;Reading/Writing;Cooking/Baking,CommunityService;Research;Leadership;Teaching;ClinicalExperience;Humanities,Phone,Immigrant;Bilingual/Multilingual;
